7,10,981,9,2022,710981,10,131211,74,20,36567,0,30,10476,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,825,9,2022,722825,10,3425749,2425532,20,5047599,26778,30,371229,918443,40,3000,0,50,0,22913,60,0,0,70,38956,351650,80,0,0,90,0,0,100,0,0,110,0,0,120,3086494,0
20,0,7,9,2022,2000007,10,0,0,20,0,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,676,9,2022,725676,10,344806,0,20,483293,0,30,1001,4846,40,0,0,50,14985,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,376,9,2022,720376,10,308371,3273,20,259409,0,30,91159,0,40,0,0,50,2321,901,60,0,0,70,0,2861,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,186,9,2022,720186,10,33918,0,20,80540,0,30,6717,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,60,9,2022,720060,10,57189,5560,20,12533,0,30,14777,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,990,9,2022,710990,10,78064,0,20,0,0,30,18345,0,40,10180,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,735,9,2022,720735,10,15238,3794,20,345137,0,30,960,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,646,9,2022,725646,10,50079,38272,20,4113,0,30,13552,0,40,0,0,50,3294,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
