7,25,247,9,2022,725247,10,1258712,2618,0,1261330,20,0,0,0,0,54,0,0,0,0,56,5431,1352,7193,13976,60,1264143,3970,7193,1275306,80,,,,3996
7,25,256,9,2022,725256,10,16998744,6721,0,17005465,20,10706,0,0,10706,54,0,0,0,0,56,96837,3057,4848,104742,60,17106287,9778,4848,17120913,80,,,,19334
7,25,326,9,2022,725326,10,10211633,14527,0,10226160,20,2728,0,0,2728,54,0,0,0,0,56,28847,1380,9092,39319,60,10243208,15907,9092,10268207,80,,,,25243
7,25,429,9,2022,725429,10,1520133,333,0,1520466,20,502,0,0,502,54,0,0,0,0,56,945,87,0,1032,60,1521580,420,0,1522000,80,,,,3786
7,25,450,9,2022,725450,10,4044194,44390,0,4088584,20,0,0,0,0,54,0,0,0,0,56,5221,286,2567,8074,60,4049415,44676,2567,4096658,80,,,,5089
7,25,457,9,2022,725457,10,12988603,9008,12377,13009988,20,54,0,0,54,54,0,0,0,0,56,43810,167,10675,54652,60,13032467,9175,23052,13064694,80,,,,11162
7,25,466,9,2022,725466,10,664031,0,0,664031,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,664031,0,0,664031,80,,,,1073
7,25,488,9,2022,725488,10,923812,0,0,923812,20,0,0,0,0,54,0,0,0,0,56,2911,0,0,2911,60,926723,0,0,926723,80,,,,2656
7,25,646,9,2022,725646,10,271801,63,0,271864,20,0,0,0,0,54,0,0,0,0,56,107,0,842,949,60,271908,63,842,272813,80,,,,1045
7,25,676,9,2022,725676,10,1429014,286,115,1429415,20,0,0,0,0,54,0,0,0,0,56,1779,0,295,2074,60,1430793,286,410,1431489,80,,,,1682
7,25,715,9,2022,725715,10,411645,0,0,411645,20,0,0,0,0,54,5,0,0,5,56,2011,0,0,2011,60,413661,0,0,413661,80,,,,1633
7,25,818,9,2022,725818,10,2137279,5918,108,2143305,20,228,0,0,228,54,0,0,0,0,56,4921,234,2916,8071,60,2142428,6152,3024,2151604,80,,,,3059
7,25,839,9,2022,725839,10,2595880,521,33,2596434,20,636,0,0,636,54,0,0,0,0,56,4667,0,1479,6146,60,2601183,521,1512,2603216,80,,,,10479
7,25,898,9,2022,725898,10,14319380,41389,3523,14364292,20,1343,390,416,2149,54,4619,0,287,4906,56,20580,3854,11728,36162,60,14345922,45633,15954,14407509,80,,,,23073
7,25,940,9,2022,725940,10,1440263,254,0,1440517,20,394,0,0,394,54,0,0,0,0,56,4348,2056,353,6757,60,1445005,2310,353,1447668,80,,,,3914
7,25,947,9,2022,725947,10,1988107,2335,0,1990442,20,0,0,0,0,54,0,0,0,0,56,3210,8,11004,14222,60,1991317,2343,11004,2004664,80,,,,2312
7,25,983,9,2022,725983,10,1307199,488,110,1307797,20,0,0,0,0,54,0,0,0,0,56,5681,0,4420,10101,60,1312880,488,4530,1317898,80,,,,4996
8,10,586,9,2022,810586,10,960678,426,0,961104,20,0,0,0,0,54,0,0,0,0,56,768,0,1249,2017,60,961446,426,1249,963121,80,,,,2683
9,25,0,9,2022,925000,10,134082761,61197,33194,134177152,20,5525,0,0,5525,54,206,6,57,269,56,108194,1049,49787,159030,60,134196686,62252,83038,134341976,80,,,,45022
20,0,2,9,2022,2000002,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
20,0,4,9,2022,2000004,10,3564881,44734,23179,3632794,20,0,0,0,0,54,206,6,57,269,56,8829,550,6508,15887,60,3573916,45290,29744,3648950,80,,,,29656
20,0,7,9,2022,2000007,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
20,0,9,9,2022,2000009,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
20,0,11,9,2022,2000011,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
20,0,12,9,2022,2000012,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
